Sector,Ticker,Index,Signal,ElapsedSeconds,Status
Utilities,EXC,1.0,ERROR,0,"Error code: 402 - {'error': {'message': 'This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests settle, or add credits.', 'code': 402, '"
Utilities,NEE,1.0,ERROR,0,"Error code: 402 - {'error': {'message': 'This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests settle, or add credits.', 'code': 402, '"
Utilities,ETR,1.0,ERROR,1,"Error code: 402 - {'error': {'message': 'This request would exceed your available credits given your current in-flight requests. Retry after in-flight requests settle, or add credits.', 'code': 402, '"
Energy,HAL,1.0,Underweight,274,ok
Consumer Staples,TGT,1.0,Underweight,290,ok
Health Care,MRNA,1.0,Underweight,278,ok
Utilities,NRG,1.0,Underweight,274,ok
Information Technology,CDNS,1.0,Underweight,291,ok
Communication Services,META,1.0,Sell,306,ok
Consumer Discretionary,AMZN,1.0,Underweight,267,ok
Consumer Staples,WMT,1.0,Hold,250,ok
Consumer Staples,CVS,1.0,Underweight,264,ok
Financials,MCO,1.0,Underweight,264,ok
Financials,HOOD,1.0,Underweight,267,ok
Energy,BKR,1.0,Overweight,272,ok
Financials,AXP,1.0,Hold,274,ok
Financials,JPM,1.0,Hold,274,ok
Health Care,IQV,1.0,Hold,257,ok
Health Care,PFE,1.0,Hold,248,ok
Industrials,UBER,1.0,Overweight,263,ok
Industrials,LMT,1.0,Underweight,273,ok
Industrials,DE,1.0,Underweight,256,ok
Industrials,VRSK,1.0,Underweight,268,ok
Information Technology,NVDA,1.0,Overweight,264,ok
Information Technology,IBM,1.0,Hold,300,ok
Information Technology,PLTR,1.0,Underweight,268,ok
Information Technology,CRWD,1.0,Underweight,260,ok
Materials,IFF,1.0,Underweight,262,ok
Materials,AVY,1.0,Underweight,266,ok
Real Estate,EQIX,1.0,Underweight,264,ok
Real Estate,DLR,1.0,Underweight,279,ok
Real Estate,CBRE,1.0,Hold,295,ok
Utilities,AES,1.0,Underweight,267,ok
Consumer Discretionary,BKNG,1.0,Underweight,267,ok
Financials,MA,1.0,Overweight,260,ok
Financials,V,1.0,Hold,261,ok
Financials,BX,1.0,Underweight,272,ok
Health Care,LLY,1.0,Hold,284,ok
Industrials,LDOS,1.0,Underweight,265,ok
Industrials,BR,1.0,Underweight,255,ok
Industrials,ADP,1.0,Hold,290,ok
Information Technology,MSFT,1.0,Underweight,274,ok
Communication Services,GOOG,1.0,Overweight,286,ok
Communication Services,VZ,1.0,Underweight,263,ok
Communication Services,NFLX,1.0,Underweight,264,ok
Consumer Discretionary,EBAY,1.0,Underweight,277,ok
Consumer Discretionary,DASH,1.0,ERROR,682,Connection error.
Consumer Discretionary,EXPE,1.0,ERROR,2,Connection error.
Consumer Discretionary,TSLA,1.0,ERROR,2,Connection error.
Consumer Discretionary,GM,1.0,ERROR,1,Connection error.
Consumer Discretionary,ABNB,1.0,ERROR,1,Connection error.
Consumer Discretionary,APTV,1.0,ERROR,1,Connection error.
Consumer Discretionary,HD,1.0,ERROR,2,Connection error.
Consumer Staples,PG,1.0,ERROR,2,Connection error.
Consumer Staples,PEP,1.0,ERROR,2,Connection error.
Consumer Staples,EL,1.0,ERROR,2,Connection error.
Consumer Staples,KHC,1.0,ERROR,2,Connection error.
Consumer Staples,CL,1.0,ERROR,2,Connection error.
Energy,SLB,1.0,ERROR,2,Connection error.
Energy,CVX,1.0,ERROR,2,Connection error.
Energy,XOM,1.0,ERROR,2,Connection error.
Financials,XYZ,1.0,ERROR,2,Connection error.
Financials,NDAQ,1.0,ERROR,1,Connection error.
Financials,COIN,1.0,ERROR,2,Connection error.
Financials,MSCI,1.0,ERROR,2,Connection error.
Financials,SPGI,1.0,ERROR,2,Connection error.
Financials,FIS,1.0,ERROR,1,Connection error.
Financials,PYPL,1.0,ERROR,1,Connection error.
Financials,FDS,1.0,ERROR,2,Connection error.
Health Care,JNJ,1.0,ERROR,2,Connection error.
Health Care,GEHC,1.0,ERROR,12,Connection error.
Health Care,UNH,1.0,ERROR,2,Connection error.
Health Care,BMY,1.0,ERROR,2,Connection error.
Health Care,TMO,1.0,ERROR,2,Connection error.
Health Care,MRK,1.0,ERROR,2,Connection error.
Health Care,CI,1.0,ERROR,2,Connection error.
Industrials,AXON,1.0,ERROR,2,Connection error.
Industrials,ROK,1.0,ERROR,1,Connection error.
Industrials,JCI,1.0,ERROR,1,Connection error.
Industrials,CHRW,1.0,ERROR,2,Connection error.
Industrials,HON,1.0,ERROR,2,Connection error.
Industrials,CAT,1.0,ERROR,2,Connection error.
